0,MEROPS,Orthogroup
mpi|P43|28001386|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_1386,M49,OG0005468
mpi|P1|2500742|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_742,M49,OG0005468
mpi|P19|1300257|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_257,M49,OG0005468
mpi|P44|700979|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_979,M49,OG0005468
mpi|P2|14001007|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_1007,M49,OG0005468
mpi|P28|4500200|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_200,M49,OG0005468
mpi|P9|800234|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_234,M49,OG0005468
mpi|P64|3000251|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_251,M49,OG0005468
mpi|P61|10001144|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1144,M49,OG0005468
mpi|P20|11400202|Fgenesh_Torrubiella_hemipterigena|contig_114_gene_202,M49,OG0005468
mpi|P62|2500746|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_746,M49,OG0005468
mpi|P8|17001|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_1,M49,OG0005468
mpi|P18|3700257|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_257,M49,OG0005468
mpi|P12|4500281|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_281,M49,OG0005468
mpi|P17|6300978|Fgenesh_Torrubiella_hemipterigena|contig_63_gene_978,M49,OG0005468
mpi|P39|2100198|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_198,M49,OG0005468
mpi|P3|900963|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_963,M49,OG0005468
mpi|P55|900995|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_995,M49,OG0005468
mpi|P26|1800882|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_882,M49,OG0005468
mpi|P48|150087|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_87,M49,OG0005468
mpi|P42|2500199|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_199,M49,OG0005468
mpi|P143|24001412|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_1412,M49,OG0005468
mpi|P40|200076|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_76,M49,OG0005468
mpi|P15|1700895|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_895,M49,OG0005468
mpi|P50|3400195|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_195,M49,OG0005468
mpi|P340|90044|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_44,M49,OG0005468
mpi|P45|2100979|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_979,M49,OG0005468
mpi|P57|200746|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_746,M49,OG0005468
mpi|P10|800733|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_733,M49,OG0005468
mpi|P67|1500201|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_201,M49,OG0005468
mpi|P51|20007|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_7,M49,OG0005468
mpi|P14|200095|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_95,C14,OG0005490
mpi|P59|1400935|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_935,C14,OG0005490
mpi|P23|1900783|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_783,C14,OG0005490
mpi|P34|500967|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_967,C14,OG0005490
mpi|P11|1000781|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_781,C14,OG0005490
mpi|P24|4000768|Fgenesh_Torrubiella_hemipterigena|contig_40_gene_768,C14,OG0005490
mpi|P65|2700343|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_343,C14,OG0005490
mpi|P35|20033|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_33,C14,OG0005490
mpi|P29|1000720|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_720,C14,OG0005490
mpi|P612|4400554|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_554,C14,OG0005490
mpi|P68|600474|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_474,C14,OG0005490
mpi|P21|2200779|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_779,C14,OG0005490
mpi|P54|400171|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_171,C14,OG0005490
mpi|P455|9001436|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1436,C14,OG0005490
mpi|P25|6800626|Fgenesh_Torrubiella_hemipterigena|contig_68_gene_626,C14,OG0005490
mpi|P41|280014|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_14,C14,OG0005490
mpi|P38|10001010|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1010,C14,OG0005490
jgi|P16|220040|e_gw1.1.3098.1,C14,OG0005490
mpi|P31|700691|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_691,C14,OG0005490
mpi|P4|700342|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_342,C14,OG0005490
mpi|P6|1700291|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_291,C14,OG0005490
mpi|P33|1100117|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_117,C14,OG0005490
mpi|P58|150040|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_40,C14,OG0005490
mpi|P22|800961|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_961,C14,OG0005490
mpi|P27|1800944|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_944,C14,OG0005490
mpi|P56|4000772|Fgenesh_Torrubiella_hemipterigena|contig_40_gene_772,C14,OG0005490
mpi|P36|200937|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_937,C14,OG0005490
mpi|P52|1100249|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_249,C14,OG0005490
mpi|P13|1500247|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_247,C14,OG0005490
mpi|P32|2400117|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_117,C14,OG0005490
mpi|P47|400915|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_915,C14,OG0005490
mpi|P66|110035|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_35,C14,OG0005490
mpi|P7|2500249|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_249,C14,OG0005490
mpi|P60|5500244|Fgenesh_Torrubiella_hemipterigena|contig_55_gene_244,C14,OG0005490
mpi|P63|9001453|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1453,C14,OG0005490
mpi|P46|5400693|Fgenesh_Torrubiella_hemipterigena|contig_54_gene_693,C14,OG0005490
mpi|P49|200035|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_35,C14,OG0005490
mpi|P421|3300969|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_969,C14,OG0005490
mpi|P5|340032|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_32,C14,OG0005490
mpi|P43|28001433|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_1433,C14,OG0005490
mpi|P1|2500790|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_790,C14,OG0005490
mpi|P19|1300210|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_210,C14,OG0005490
mpi|P44|700930|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_930,C14,OG0005490
mpi|P2|1400958|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_958,C14,OG0005490
mpi|P28|5000930|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_930,C14,OG0005490
mpi|P9|800281|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_281,C14,OG0005490
mpi|P64|5100287|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_287,C14,OG0005490
mpi|P61|10001095|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1095,C14,OG0005490
mpi|P20|11400251|Fgenesh_Torrubiella_hemipterigena|contig_114_gene_251,C14,OG0005490
mpi|P62|2500794|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_794,C14,OG0005490
mpi|P8|170049|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_49,C14,OG0005490
mpi|P18|3700210|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_210,C14,OG0005490
mpi|P12|4500233|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_233,C14,OG0005490
mpi|P17|6300929|Fgenesh_Torrubiella_hemipterigena|contig_63_gene_929,C14,OG0005490
mpi|P39|2100247|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_247,C14,OG0005490
mpi|P3|900915|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_915,C14,OG0005490
mpi|P55|900946|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_946,C14,OG0005490
mpi|P26|1800928|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_928,C14,OG0005490
mpi|P48|150038|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_38,C14,OG0005490
mpi|P42|2500244|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_244,C14,OG0005490
mpi|P143|24001461|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_1461,C14,OG0005490
mpi|P40|2000124|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_124,C14,OG0005490
mpi|P15|1700944|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_944,C14,OG0005490
mpi|P50|3400244|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_244,C14,OG0005490
mpi|P340|7009|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_9,C14,OG0005490
mpi|P45|2100930|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_930,C14,OG0005490
mpi|P57|200795|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_795,C14,OG0005490
mpi|P10|800783|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_783,C14,OG0005490
mpi|P67|1500249|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_249,C14,OG0005490
mpi|P51|90043|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_43,C14,OG0005490
mpi|P14|2000109|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_109,S33,OG0005496
mpi|P59|1400919|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_919,S33,OG0005496
mpi|P23|1900799|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_799,S33,OG0005496
mpi|P34|500983|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_983,S33,OG0005496
mpi|P11|1000797|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_797,S33,OG0005496
mpi|P24|4000753|Fgenesh_Torrubiella_hemipterigena|contig_40_gene_753,S33,OG0005496
mpi|P65|2700328|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_328,S33,OG0005496
mpi|P35|20018|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_18,S33,OG0005496
mpi|P29|1000734|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_734,S33,OG0005496
mpi|P612|4400568|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_568,S33,OG0005496
mpi|P68|600459|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_459,S33,OG0005496
mpi|P21|2200794|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_794,S33,OG0005496
mpi|P54|400156|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_156,S33,OG0005496
mpi|P455|9001450|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1450,S33,OG0005496
mpi|P25|6800640|Fgenesh_Torrubiella_hemipterigena|contig_68_gene_640,S33,OG0005496
jgi|P117|43682|CE43681_394,S33,OG0005496
mpi|P41|2000921|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_921,S33,OG0005496
mpi|P38|1000996|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_996,S33,OG0005496
mpi|P31|700673|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_673,S33,OG0005496
mpi|P4|700328|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_328,S33,OG0005496
mpi|P6|1700277|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_277,S33,OG0005496
mpi|P33|1100102|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_102,S33,OG0005496
mpi|P58|150056|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_56,S33,OG0005496
mpi|P22|800945|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_945,S33,OG0005496
mpi|P27|1800929|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_929,S33,OG0005496
mpi|P56|4000787|Fgenesh_Torrubiella_hemipterigena|contig_40_gene_787,S33,OG0005496
mpi|P36|200922|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_922,S33,OG0005496
mpi|P52|290012|Fgenesh_Torrubiella_hemipterigena|contig_29_gene_12,S33,OG0005496
mpi|P13|1500263|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_263,S33,OG0005496
mpi|P32|2400102|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_102,S33,OG0005496
mpi|P47|400901|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_901,S33,OG0005496
mpi|P66|110049|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_49,S33,OG0005496
mpi|P7|2500232|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_232,S33,OG0005496
mpi|P60|5500260|Fgenesh_Torrubiella_hemipterigena|contig_55_gene_260,S33,OG0005496
mpi|P63|9001467|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1467,S33,OG0005496
mpi|P46|5400711|Fgenesh_Torrubiella_hemipterigena|contig_54_gene_711,S33,OG0005496
mpi|P49|200021|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_21,S33,OG0005496
mpi|P421|3300955|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_955,S33,OG0005496
mpi|P5|340018|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_18,S33,OG0005496
mpi|P43|28001447|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_1447,S33,OG0005496
mpi|P1|2500806|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_806,S33,OG0005496
mpi|P19|1300195|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_195,S33,OG0005496
mpi|P44|700915|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_915,S33,OG0005496
mpi|P2|1400941|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_941,S33,OG0005496
mpi|P28|5000915|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_915,S33,OG0005496
mpi|P9|800297|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_297,S33,OG0005496
mpi|P64|5100302|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_302,S33,OG0005496
mpi|P61|10001081|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1081,S33,OG0005496
mpi|P20|11400268|Fgenesh_Torrubiella_hemipterigena|contig_114_gene_268,S33,OG0005496
mpi|P62|2500810|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_810,S33,OG0005496
mpi|P8|170063|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_63,S33,OG0005496
mpi|P18|3700195|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_195,S33,OG0005496
mpi|P12|4500218|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_218,S33,OG0005496
mpi|P17|6300914|Fgenesh_Torrubiella_hemipterigena|contig_63_gene_914,S33,OG0005496
mpi|P39|12002|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2,S33,OG0005496
mpi|P3|900899|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_899,S33,OG0005496
mpi|P55|900931|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_931,S33,OG0005496
mpi|P26|1800943|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_943,S33,OG0005496
mpi|P48|150023|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_23,S33,OG0005496
mpi|P42|2500258|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_258,S33,OG0005496
mpi|P143|24001475|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_1475,S33,OG0005496
mpi|P40|2000138|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_138,S33,OG0005496
mpi|P15|1700959|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_959,S33,OG0005496
mpi|P50|3400260|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_260,S33,OG0005496
mpi|P340|70024|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_24,S33,OG0005496
mpi|P45|2100915|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_915,S33,OG0005496
mpi|P57|200811|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_811,S33,OG0005496
mpi|P10|3900932|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_932,S33,OG0005496
mpi|P67|1500265|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_265,S33,OG0005496
mpi|P51|22002|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_2,S33,OG0005496
mpi|P14|2000182|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_182,S10,OG0005551
mpi|P59|1400840|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_840,S10,OG0005551
mpi|P23|1900874|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_874,S10,OG0005551
mpi|P34|5001059|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1059,S10,OG0005551
mpi|P11|1100706|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_706,S10,OG0005551
mpi|P24|4000675|Fgenesh_Torrubiella_hemipterigena|contig_40_gene_675,S10,OG0005551
mpi|P65|2700248|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_248,S10,OG0005551
mpi|P35|700850|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_850,S10,OG0005551
mpi|P29|1000809|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_809,S10,OG0005551
mpi|P612|4400646|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_646,S10,OG0005551
mpi|P68|600379|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_379,S10,OG0005551
mpi|P21|2200874|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_874,S10,OG0005551
mpi|P54|40075|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_75,S10,OG0005551
mpi|P455|9001526|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1526,S10,OG0005551
mpi|P25|7200829|Fgenesh_Torrubiella_hemipterigena|contig_72_gene_829,S10,OG0005551
jgi|P117|254565|estExt_fgenesh1_pg.C_190139,S10,OG0005551
mpi|P41|2000847|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_847,S10,OG0005551
mpi|P38|1000922|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_922,S10,OG0005551
mpi|P31|700593|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_593,S10,OG0005551
mpi|P4|700252|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_252,S10,OG0005551
mpi|P6|1700201|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_201,S10,OG0005551
mpi|P33|110023|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_23,S10,OG0005551
mpi|P58|1500135|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_135,S10,OG0005551
mpi|P22|800865|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_865,S10,OG0005551
mpi|P27|1800855|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_855,S10,OG0005551
mpi|P56|4000868|Fgenesh_Torrubiella_hemipterigena|contig_40_gene_868,S10,OG0005551
mpi|P36|200847|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_847,S10,OG0005551
mpi|P52|290091|Fgenesh_Torrubiella_hemipterigena|contig_29_gene_91,S10,OG0005551
mpi|P13|1500343|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_343,S10,OG0005551
mpi|P32|240023|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_23,S10,OG0005551
mpi|P47|400821|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_821,S10,OG0005551
mpi|P66|1100122|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_122,S10,OG0005551
mpi|P7|2500150|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_150,S10,OG0005551
mpi|P60|5500337|Fgenesh_Torrubiella_hemipterigena|contig_55_gene_337,S10,OG0005551
mpi|P63|9001544|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1544,S10,OG0005551
mpi|P46|5400793|Fgenesh_Torrubiella_hemipterigena|contig_54_gene_793,S10,OG0005551
mpi|P49|310056|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_56,S10,OG0005551
mpi|P421|3300875|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_875,S10,OG0005551
mpi|P5|2100109|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_109,S10,OG0005551
mpi|P43|28001524|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_1524,S10,OG0005551
mpi|P1|2500886|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_886,S10,OG0005551
mpi|P19|1300115|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_115,S10,OG0005551
mpi|P44|700843|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_843,S10,OG0005551
mpi|P2|1400862|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_862,S10,OG0005551
mpi|P28|5000843|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_843,S10,OG0005551
mpi|P9|800378|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_378,S10,OG0005551
mpi|P64|100066|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_66,S10,OG0005551
mpi|P61|10001006|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1006,S10,OG0005551
mpi|P20|11400346|Fgenesh_Torrubiella_hemipterigena|contig_114_gene_346,S10,OG0005551
mpi|P62|2500892|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_892,S10,OG0005551
mpi|P8|1700143|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_143,S10,OG0005551
mpi|P18|3700115|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_115,S10,OG0005551
mpi|P12|4500139|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_139,S10,OG0005551
mpi|P17|6300838|Fgenesh_Torrubiella_hemipterigena|contig_63_gene_838,S10,OG0005551
mpi|P39|120077|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_77,S10,OG0005551
mpi|P3|900821|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_821,S10,OG0005551
mpi|P55|900852|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_852,S10,OG0005551
mpi|P26|18001017|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_1017,S10,OG0005551
mpi|P48|210054|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_54,S10,OG0005551
mpi|P42|2500334|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_334,S10,OG0005551
mpi|P143|24001547|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_1547,S10,OG0005551
mpi|P40|2000218|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_218,S10,OG0005551
mpi|P15|17001038|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_1038,S10,OG0005551
mpi|P50|3400337|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_337,S10,OG0005551
mpi|P340|700101|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_101,S10,OG0005551
mpi|P45|2100843|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_843,S10,OG0005551
mpi|P57|200890|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_890,S10,OG0005551
mpi|P10|3900853|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_853,S10,OG0005551
mpi|P67|1500341|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_341,S10,OG0005551
mpi|P51|220077|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_77,S10,OG0005551
mpi|P14|2000187|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_187,T1,OG0005556
mpi|P59|1400835|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_835,T1,OG0005556
mpi|P23|1900879|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_879,T1,OG0005556
mpi|P34|5001064|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1064,T1,OG0005556
mpi|P11|1100701|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_701,T1,OG0005556
mpi|P24|4000670|Fgenesh_Torrubiella_hemipterigena|contig_40_gene_670,T1,OG0005556
mpi|P65|2700243|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_243,T1,OG0005556
mpi|P35|700845|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_845,T1,OG0005556
mpi|P29|1000814|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_814,T1,OG0005556
mpi|P612|4400651|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_651,T1,OG0005556
mpi|P68|600374|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_374,T1,OG0005556
mpi|P21|2200879|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_879,T1,OG0005556
mpi|P54|40070|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_70,T1,OG0005556
mpi|P455|9001531|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1531,T1,OG0005556
mpi|P25|7200824|Fgenesh_Torrubiella_hemipterigena|contig_72_gene_824,T1,OG0005556
mpi|P41|2000842|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_842,T1,OG0005556
mpi|P38|1000917|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_917,T1,OG0005556
jgi|P16|235783|estExt_Genewise1.C_1_t50440,T1,OG0005556
mpi|P31|700588|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_588,T1,OG0005556
mpi|P4|700247|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_247,T1,OG0005556
mpi|P6|1700196|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_196,T1,OG0005556
mpi|P33|110018|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_18,T1,OG0005556
mpi|P58|1500140|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_140,T1,OG0005556
mpi|P22|800860|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_860,T1,OG0005556
mpi|P27|1800850|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_850,T1,OG0005556
mpi|P56|4000873|Fgenesh_Torrubiella_hemipterigena|contig_40_gene_873,T1,OG0005556
mpi|P36|200842|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_842,T1,OG0005556
mpi|P52|290096|Fgenesh_Torrubiella_hemipterigena|contig_29_gene_96,T1,OG0005556
mpi|P13|1500348|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_348,T1,OG0005556
mpi|P32|240018|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_18,T1,OG0005556
mpi|P47|400816|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_816,T1,OG0005556
mpi|P66|1100127|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_127,T1,OG0005556
mpi|P7|2500145|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_145,T1,OG0005556
mpi|P60|5500342|Fgenesh_Torrubiella_hemipterigena|contig_55_gene_342,T1,OG0005556
mpi|P63|9001549|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1549,T1,OG0005556
